Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
172,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 1350  ,Lycopersicon_esculentum,VF 198,tomato,ha,m,v,l,nh,t1,chem,0,1.6,0.34641,12,3.3,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
173,14,Juvik et al,1982,Solanaceae,Lycopersicon_esculentum,var. cerasiforme LA 1268,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,13.2,2.07846,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
174,14,Juvik et al,1982,Solanaceae,Lycopersicon_esculentum,var. cerasiforme LA 1310,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,11.9,2.07846,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
175,14,Juvik et al,1982,Solanaceae,Lycopersicon_esculentum,var. cerasiforme LA 1313,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,16,2.42487,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
176,14,Juvik et al,1982,Solanaceae,Lycopersicon_esculentum,var. cerasiforme LA 1315,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,12.3,2.42487,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
177,14,Juvik et al,1982,Solanaceae,Lycopersicon_esculentum,var. cerasiforme LA 1238,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,11.1,3.11769,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
178,14,Juvik et al,1982,Solanaceae,Lycopersicon_pimpinellifolium,LA 1245  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,15.8,5.54256,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
179,14,Juvik et al,1982,Solanaceae,Lycopersicon_pimpinellifolium,LA 1248  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,7.1,2.07846,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
180,14,Juvik et al,1982,Solanaceae,Lycopersicon_pimpinellifolium,LA 1335  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,17,1.03923,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
181,14,Juvik et al,1982,Solanaceae,Lycopersicon_pimpinellifolium,LA 1344  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,9.9,2.07846,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
182,14,Juvik et al,1982,Solanaceae,Lycopersicon_chmielewskii,LA 1028  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,1.5,0.69282,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
183,14,Juvik et al,1982,Solanaceae,Lycopersicon_chmielewskii,LA 1306  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,0.8,0.34641,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
184,14,Juvik et al,1982,Solanaceae,Lycopersicon_parviflorum,LA 247  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,3.2,1.38564,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
185,14,Juvik et al,1982,Solanaceae,Lycopersicon_parviflorum,LA 1319  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,0.6,0.34641,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
186,14,Juvik et al,1982,Solanaceae,Lycopersicon_hirsutum,LA 1223  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,1.7,0.69282,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
187,14,Juvik et al,1982,Solanaceae,Lycopersicon_hirsutum,LA 1253  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,6.8,1.03923,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
188,14,Juvik et al,1982,Solanaceae,Lycopersicon_hirsutum,LA 1265  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,1.7,1.03923,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
189,14,Juvik et al,1982,Solanaceae,Lycopersicon_hirsutum,LA 1352  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,0.8,0.34641,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
190,14,Juvik et al,1982,Solanaceae,Lycopersicon_hirsutum,LA 1361  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,3.2,2.07846,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
191,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 371  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,6,2.77128,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
192,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 374  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,3,1.03923,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
193,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 448  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,3.5,4.50333,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
194,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 462  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,23.2,6.58179,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
195,14,Juvik et al,1982,Solanaceae,Lycopersicon_peruvianum,LA 1350  ,Lycopersicon_esculentum,VF 145B-7879,tomato,ha,m,v,l,nh,t1,chem,0,1.6,0.34641,12,4,0.69282,12, concentration of a-tomatine (mg/g dw) in leaves
196,15,Bellota et al ,2013,Poaceae,Zea_diploperennis,nr,Zea_mays,Tuxpeno,maize,diff,l,g,l,nh,f2,phys,0,43.262,8.50421,19,28.014,9.02834,18,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
197,15,Bellota et al ,2013,Poaceae,Zea_mays,ssp. Parviglumis San Lorenzo,Zea_mays,Tuxpeno,maize,ha,l,g,l,nh,f2,phys,0,39.184,9.21451,12,28.014,9.02834,18,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
198,15,Bellota et al ,2013,Poaceae,Zea_mays,ssp. Parviglumis El Cuyotomate,Zea_mays,Tuxpeno,maize,ha,l,g,l,nh,f2,phys,0,34.397,8.13804,26,28.014,9.02834,18,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
199,15,Bellota et al ,2013,Poaceae,Zea_diploperennis,nr,Zea_mays,hybrid NB2,maize,diff,m,g,l,nh,f2,phys,0,43.262,8.50421,19,29.965,8.23784,15,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
200,15,Bellota et al ,2013,Poaceae,Zea_mays,ssp. Parviglumis San Lorenzo,Zea_mays,hybrid NB2,maize,ha,m,g,l,nh,f2,phys,0,39.184,9.21451,12,29.965,8.23784,15,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
201,15,Bellota et al ,2013,Poaceae,Zea_mays,ssp. Parviglumis El Cuyotomate,Zea_mays,hybrid NB2,maize,ha,m,g,l,nh,f2,phys,0,34.397,8.13804,26,29.965,8.23784,15,"leaf toughness, measured as work required (force x time) for penetration of leaves to 0.8mm (ovipositor reach), measured using a texture analyzer"
202,15,Bellota et al ,2013,Poaceae,Zea_diploperennis,nr,Zea_mays,Tuxpeno,maize,diff,l,g,l,nh,f3,phys,0,1.781,2.18937,17,8.656,1.87083,14,density of trichomes (no. macrohairs/cm2) at 1/3 of length of leaf 6 or 7
203,15,Bellota et al ,2013,Poaceae,Zea_mays,ssp. Parviglumis San Lorenzo,Zea_mays,Tuxpeno,maize,ha,l,g,l,nh,f3,phys,0,4.125,1.23602,8,8.656,1.87083,14,density of trichomes (no. macrohairs/cm2) at 1/3 of length of leaf 6 or 8
